Site,Date,Na_ion,K_ion,Mg_ion,Ca_ion,SO4_ion,NH4_ion,NO3_ion,Cl_ion,OC,EC,PM2.5_Mass_Concentration,Al,Fe,Na,Mg,K,Ca,Sr,Ba,Ti,Mn,Co,Ni,Cu,Zn,Mo,Cd,Sn,Sb,Tl,Pb,V,Cr,As,Y,Se,Zr,Ge,Rb,Cs,Ga,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,U
斗六,02-Mar-17,0.25,0.42,0.13,0.14,9.27,5.11,9.94,0.71,7.49,1.85,47,0.298785,0.293451,0.308126,0.093045,0.599141,0.165548,0.004883,0.022801,0.018531,0.017511,0.000298,0.003885,0.015035,0.098323,0.000976,0.001110,0.006591,0.002245,0.000220,0.021914,0.004663,0.003757,0.003239,0.000093,0.003313,0.001150,0.000265,0.001394,0.000139,0.001352,0.000317,0.000394,0.000036,0.000210,0.000026,0.000007,0.000025,0.000003,0.000015,0.000004,0.000010,0.000002,0.000010,0.000001,0.000024,0.000026
忠明,02-Mar-17,0.25,0.27,0.12,0.15,9.58,3.30,4.14,0.19,5.91,1.45,35,0.169394,0.227504,0.265194,0.057482,0.311313,0.143075,0.001735,0.004616,0.015605,0.016543,0.000208,0.004909,0.008130,0.066537,0.000915,0.000907,0.003318,0.001801,0.000209,0.018214,0.003701,0.002905,0.003104,0.000065,0.003400,0.001029,0.000300,0.001180,0.000123,0.000634,0.000205,0.000285,0.000023,0.000148,0.000015,0.000003,0.000016,0.000002,0.000009,0.000003,0.000007,0.000001,0.000007,0.000001,0.000024,0.000025
板橋,02-Mar-17,0.26,0.25,0.12,0.12,9.05,3.55,3.63,0.24,6.16,1.47,33,0.308006,0.323325,0.809026,0.202623,0.434968,0.717242,0.003632,0.012109,0.018428,0.018694,0.000260,0.011767,0.014660,0.142747,0.000912,0.000941,0.002765,0.002107,0.000250,0.022781,0.003895,0.003106,0.003294,0.000110,0.003917,0.001219,0.000251,0.001506,0.000161,0.001028,0.000330,0.000458,0.000040,0.000239,0.000027,0.000005,0.000026,0.000003,0.000017,0.000004,0.000011,0.000002,0.000011,0.000002,0.000024,0.000033
花蓮,24-Feb-17,0.11,0.03,0.01,0.10,0.71,0.44,1.09,0.07,1.53,0.18,5,0.012623,0.011488,0.045996,0.010642,0.014731,0.034999,0.000229,0.000458,0.001632,0.000466,0.000029,0.007648,0.001762,0.001934,0.000077,0.000052,0.000027,0.000114,0.000084,0.000936,0.000233,0.001123,0.000241,0.000005,0.000188,0.000107,0.000016,0.000070,0.000010,0.000028,0.000008,0.000040,0.000003,0.000019,0.000002,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000000
小港,24-Feb-17,0.25,0.22,0.03,0.13,5.92,5.81,13.95,0.96,7.50,2.10,45,0.057527,0.268723,0.246765,0.031378,0.243471,0.110159,0.000899,0.005177,0.010032,0.021894,0.000500,0.010613,0.011738,0.246858,0.004737,0.000518,0.003970,0.001666,0.000089,0.018849,0.007343,0.017350,0.001163,0.000056,0.002250,0.000634,0.000208,0.000655,0.000058,0.000418,0.000118,0.000141,0.000009,0.000064,0.000007,0.000002,0.000007,0.000001,0.000005,0.000001,0.000003,0.000000,0.000003,0.000000,0.000024,0.000007
嘉義,24-Feb-17,0.17,0.19,0.01,0.11,3.12,3.40,7.80,0.65,3.82,1.40,27,0.022513,0.067254,0.087789,0.011235,0.152720,0.031686,0.000446,0.008911,0.004145,0.008268,0.000098,0.001708,0.005791,0.029567,0.000319,0.000188,0.001296,0.000793,0.000034,0.010624,0.001813,0.002560,0.000501,0.000014,0.000829,0.000265,0.000141,0.000319,0.000018,0.000394,0.000039,0.000051,0.000003,0.000025,0.000004,0.000002,0.000003,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000023,0.000002
斗六,24-Feb-17,0.12,0.08,0.01,0.06,2.55,2.85,5.99,0.36,3.44,0.70,22,0.014502,0.053823,0.035590,0.006887,0.067792,0.012116,0.000209,0.000850,0.001835,0.006100,0.000077,0.001424,0.004208,0.017826,0.000225,0.000097,0.000633,0.000552,0.000020,0.002832,0.001449,0.001087,0.000379,0.000010,0.000569,0.000104,0.000116,0.000120,0.000009,0.000095,0.000032,0.000031,0.000002,0.000015,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000023,0.000001
忠明,24-Feb-17,0.10,0.03,0.01,0.07,2.36,1.78,2.79,0.12,1.95,0.70,13,0.010704,0.056861,0.050505,0.008870,0.064178,0.012524,0.000195,0.000797,0.002537,0.009586,0.000081,0.001787,0.005976,0.030437,0.000251,0.000098,0.000937,0.000483,0.000016,0.003103,0.001501,0.002323,0.000320,0.000007,0.000067,0.000331,0.000111,0.000105,0.000008,0.000092,0.000042,0.000032,0.000002,0.000013,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000001
板橋,24-Feb-17,0.14,0.05,0.01,0.10,1.55,1.01,1.28,0.11,2.76,1.01,9,0.016528,0.098822,0.164923,0.019855,0.084508,0.037929,0.000355,0.002734,0.005731,0.005635,0.000215,0.002025,0.005174,0.025864,0.000338,0.000161,0.001229,0.000830,0.000022,0.004149,0.002009,0.001125,0.000493,0.000009,0.000443,0.000412,0.000054,0.000173,0.000015,0.000184,0.000050,0.000098,0.000003,0.000040,0.000002,0.000001,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000001
花蓮,18-Feb-17,0.54,0.21,0.06,0.13,8.68,3.08,0.89,0.53,3.24,0.73,24,0.041475,0.068857,0.466182,0.052832,0.209152,0.075015,0.001159,0.002834,0.010575,0.004624,0.000058,0.000622,0.004542,0.036040,0.000262,0.000374,0.000827,0.000785,0.000079,0.006046,0.004362,0.001112,0.002012,0.000016,0.001365,0.000244,0.000081,0.000581,0.000056,0.000242,0.000066,0.000070,0.000005,0.000030,0.000004,0.000001,0.000005,0.000000,0.000003,0.000000,0.000002,0.000000,0.000002,0.000000,0.000024,0.000007
小港,18-Feb-17,0.62,0.23,0.07,0.13,12.93,7.64,14.89,2.01,8.77,3.26,67,0.205767,0.375735,0.855281,0.102546,0.583066,0.185342,0.002828,0.011637,0.026445,0.024773,0.000406,0.008165,0.014311,0.196809,0.002963,0.000937,0.004792,0.002728,0.000139,0.024754,0.014115,0.016670,0.002895,0.000068,0.002398,0.001034,0.000207,0.001432,0.000130,0.000743,0.000241,0.000309,0.000019,0.000121,0.000018,0.000005,0.000019,0.000002,0.000011,0.000002,0.000007,0.000001,0.000007,0.000001,0.000054,0.000017
嘉義,18-Feb-17,0.72,0.28,0.08,0.10,11.94,7.20,14.24,2.80,7.18,2.45,62,0.213608,0.250637,1.052390,0.180496,0.639547,0.190825,0.002959,0.017860,0.024817,0.019146,0.000235,0.011591,0.012101,0.150618,0.001305,0.001106,0.005373,0.002834,0.000177,0.042837,0.010721,0.004837,0.003173,0.000060,0.001920,0.000931,0.000201,0.001610,0.000126,0.000956,0.000254,0.000251,0.000017,0.000104,0.000017,0.000006,0.000016,0.000002,0.000010,0.000002,0.000006,0.000001,0.000005,0.000001,0.000056,0.000018
斗六,18-Feb-17,0.71,0.25,0.07,0.11,10.98,6.81,12.74,2.40,7.69,2.66,58,0.156356,0.208362,0.891068,0.128249,0.593136,0.108893,0.002714,0.007531,0.012853,0.016126,0.000223,0.004228,0.011726,0.119565,0.000809,0.001007,0.004096,0.002857,0.000162,0.019838,0.009668,0.003944,0.003097,0.000055,0.001972,0.000901,0.000189,0.001282,0.000108,0.000597,0.000212,0.000215,0.000016,0.000088,0.000014,0.000004,0.000014,0.000001,0.000009,0.000001,0.000006,0.000001,0.000006,0.000001,0.000054,0.000014
忠明,18-Feb-17,0.79,0.35,0.11,0.13,12.38,6.09,8.06,1.90,6.44,2.32,52,0.164300,0.248997,1.114232,0.169915,0.619379,0.135982,0.004398,0.011865,0.015169,0.019803,0.000306,0.004905,0.015887,0.097618,0.001029,0.001409,0.005561,0.002963,0.000228,0.023637,0.011078,0.004566,0.004177,0.000059,0.003026,0.001273,0.000235,0.001502,0.000133,0.000879,0.000247,0.000265,0.000016,0.000103,0.000015,0.000005,0.000016,0.000001,0.000009,0.000001,0.000006,0.000001,0.000006,0.000001,0.000113,0.000018
板橋,18-Feb-17,0.47,0.20,0.06,0.10,10.78,4.34,3.01,0.78,5.55,1.25,34,0.131388,0.198603,0.726392,0.103051,0.385405,0.096092,0.002682,0.008312,0.008781,0.012969,0.000200,0.003742,0.011596,0.061664,0.000683,0.001071,0.004980,0.002409,0.000178,0.018030,0.007236,0.002948,0.003430,0.000048,0.001817,0.000813,0.000146,0.001155,0.000125,0.000667,0.000322,0.000282,0.000017,0.000106,0.000013,0.000003,0.000014,0.000001,0.000008,0.000001,0.000005,0.000001,0.000005,0.000001,0.000024,0.000013
花蓮,12-Feb-17,0.10,0.04,0.01,0.04,3.44,1.78,1.32,0.34,3.24,1.06,14,0.026111,0.060820,0.104152,0.018576,0.170059,0.030544,0.001307,0.003737,0.001629,0.002545,0.000035,0.000075,0.003287,0.018467,0.000174,0.000137,0.000440,0.000413,0.000105,0.009045,0.000939,0.001113,0.001326,0.000006,0.001691,0.000272,0.000064,0.000383,0.000040,0.000243,0.000049,0.000065,0.000002,0.000020,0.000002,0.000001,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000004
小港,12-Feb-17,0.30,0.11,0.03,0.07,6.61,6.25,15.08,1.32,8.00,1.85,50,0.170515,0.248386,0.443153,0.076074,0.680902,0.100213,0.004794,0.013349,0.010583,0.017383,0.000736,0.005156,0.014245,0.135490,0.004336,0.001013,0.013875,0.002223,0.000144,0.030559,0.005828,0.008249,0.001606,0.000047,0.001494,0.000918,0.000185,0.001158,0.000120,0.000797,0.000205,0.000218,0.000013,0.000085,0.000013,0.000004,0.000012,0.000001,0.000008,0.000001,0.000006,0.000001,0.000005,0.000001,0.000024,0.000013
嘉義,12-Feb-17,0.33,0.18,0.05,0.09,5.44,4.40,7.11,1.42,7.31,1.72,38,0.162462,0.194795,0.467859,0.087929,0.816576,0.097973,0.008049,0.018178,0.007933,0.011628,0.000160,0.002192,0.015445,0.088947,0.000520,0.000733,0.002659,0.001972,0.000150,0.042300,0.003086,0.001112,0.001919,0.000041,0.001652,0.000725,0.000154,0.001184,0.000113,0.000915,0.000184,0.000208,0.000011,0.000078,0.000012,0.000004,0.000010,0.000001,0.000006,0.000001,0.000004,0.000000,0.000004,0.000000,0.000024,0.000010
斗六,12-Feb-17,0.28,0.10,0.02,0.12,4.74,3.72,5.11,0.90,6.72,1.07,34,0.073299,0.126934,0.323966,0.047224,0.577875,0.064033,0.003151,0.008062,0.006240,0.009174,0.000115,0.002389,0.009655,0.068526,0.000388,0.000521,0.001700,0.001361,0.000103,0.019395,0.002169,0.001112,0.001422,0.000026,0.001099,0.000621,0.000120,0.001002,0.000082,0.000495,0.000113,0.000127,0.000008,0.000048,0.000007,0.000002,0.000007,0.000001,0.000004,0.000001,0.000003,0.000000,0.000003,0.000000,0.000024,0.000008
忠明,12-Feb-17,0.24,0.08,0.01,0.06,4.23,2.42,1.73,0.58,6.08,1.18,22,0.065850,0.169749,0.354033,0.053433,0.670403,0.115323,0.002216,0.006753,0.006544,0.017308,0.000134,0.001320,0.010297,0.084702,0.000478,0.000522,0.002004,0.001442,0.000108,0.016626,0.002669,0.001115,0.002004,0.000033,0.001626,0.001021,0.000183,0.001155,0.000082,0.000494,0.000146,0.000129,0.000007,0.000048,0.000007,0.000002,0.000007,0.000001,0.000004,0.000001,0.000003,0.000000,0.000003,0.000000,0.000100,0.000008
板橋,12-Feb-17,0.21,0.07,0.01,0.07,3.23,1.40,0.59,0.22,1.79,0.66,12,0.010769,0.041624,0.161161,0.015102,0.100710,0.035515,0.000412,0.001974,0.002035,0.003434,0.000024,0.000973,0.005177,0.013064,0.000142,0.000078,0.000421,0.000267,0.000036,0.003309,0.002676,0.001112,0.000355,0.000006,0.000602,0.000106,0.000052,0.000242,0.000026,0.000123,0.000033,0.000045,0.000002,0.000015,0.000002,0.000001,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000002
花蓮,06-Feb-17,0.52,0.21,0.06,0.11,11.10,4.17,0.57,0.25,2.79,0.61,26,0.042316,0.058126,0.465002,0.058608,0.287472,0.030578,0.001550,0.002774,0.003996,0.003892,0.000066,0.007197,0.004007,0.005148,0.000185,0.000232,0.000428,0.000588,0.000103,0.009046,0.003068,0.001111,0.001402,0.000010,0.001907,0.000106,0.000126,0.000649,0.000083,0.000341,0.000045,0.000056,0.000004,0.000021,0.000002,0.000001,0.000003,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000010
小港,06-Feb-17,0.75,0.29,0.09,0.13,12.94,8.07,14.07,2.34,7.21,1.83,64,0.349369,0.404020,1.114230,0.220928,0.728937,0.179176,0.006384,0.015511,0.023076,0.025352,0.000368,0.010665,0.018658,0.173721,0.003472,0.001044,0.008906,0.002661,0.000165,0.038039,0.016668,0.013705,0.002443,0.000112,0.003143,0.000938,0.000265,0.001645,0.000164,0.001024,0.000310,0.000374,0.000028,0.000159,0.000025,0.000006,0.000023,0.000002,0.000015,0.000002,0.000010,0.000001,0.000009,0.000001,0.000024,0.000022
嘉義,06-Feb-17,0.76,0.30,0.09,0.14,8.22,5.14,6.79,1.68,6.38,1.60,47,0.226884,0.260068,0.863200,0.170067,0.740072,0.123116,0.005018,0.027796,0.013612,0.015386,0.000228,0.006606,0.015025,0.089671,0.000811,0.000991,0.003747,0.002475,0.000186,0.087022,0.005331,0.002985,0.002748,0.000062,0.002861,0.000825,0.000193,0.001594,0.000168,0.001380,0.000250,0.000290,0.000019,0.000118,0.000019,0.000007,0.000017,0.000001,0.000009,0.000002,0.000008,0.000001,0.000006,0.000001,0.000024,0.000018
斗六,06-Feb-17,0.51,0.21,0.06,0.13,11.11,5.62,6.50,1.20,6.81,1.32,44,0.212473,0.237718,0.707077,0.113990,0.622375,0.113458,0.004215,0.014049,0.012599,0.012134,0.000216,0.003303,0.013098,0.068775,0.000706,0.000809,0.003023,0.001801,0.000169,0.035645,0.004620,0.003021,0.002382,0.000056,0.003258,0.000843,0.000190,0.001391,0.000160,0.000953,0.000220,0.000252,0.000018,0.000105,0.000016,0.000005,0.000015,0.000001,0.000009,0.000002,0.000006,0.000001,0.000005,0.000001,0.000024,0.000018
忠明,06-Feb-17,0.37,0.16,0.04,0.11,11.14,4.92,1.68,0.40,4.93,1.02,30,0.145999,0.162904,0.481478,0.088398,0.470303,0.113578,0.003438,0.011660,0.010411,0.011017,0.000152,0.001898,0.010911,0.057229,0.000526,0.000473,0.002037,0.001458,0.000149,0.032412,0.003521,0.002820,0.001997,0.000041,0.001388,0.000769,0.000199,0.001049,0.000132,0.000773,0.000182,0.000182,0.000013,0.000076,0.000010,0.000003,0.000010,0.000001,0.000007,0.000001,0.000005,0.000000,0.000004,0.000000,0.000059,0.000014
板橋,06-Feb-17,0.44,0.27,0.08,0.11,13.72,5.08,1.26,0.56,4.32,0.86,36,0.166135,0.155147,0.580218,0.109035,0.531277,0.123810,0.004439,0.013904,0.007857,0.011559,0.000149,0.013834,0.013083,0.032707,0.000409,0.000512,0.001255,0.001314,0.000200,0.051491,0.003757,0.001113,0.002558,0.000041,0.002720,0.000727,0.000168,0.001261,0.000171,0.000991,0.000237,0.000222,0.000014,0.000085,0.000013,0.000004,0.000012,0.000001,0.000007,0.000001,0.000004,0.000000,0.000004,0.000000,0.000024,0.000018
花蓮,31-Jan-17,0.14,0.13,0.17,0.04,0.73,0.46,0.52,0.76,1.37,0.14,6,0.036831,0.037533,0.149697,0.036748,0.226902,0.114623,0.006591,0.012342,0.003415,0.001350,0.000025,0.001715,0.005380,0.035894,0.000086,0.000032,0.000219,0.000118,0.000007,0.005712,0.000733,0.001116,0.000443,0.000010,0.000582,0.000391,0.000010,0.000134,0.000006,0.000444,0.000041,0.000044,0.000002,0.000015,0.000005,0.000002,0.000002,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000002
小港,31-Jan-17,0.62,0.43,0.14,0.12,5.26,4.16,9.23,1.28,6.08,1.12,36,0.274598,0.280969,0.934920,0.201730,0.591713,0.257387,0.009452,0.024981,0.017570,0.012827,0.000241,0.006066,0.015261,0.150331,0.001850,0.001065,0.019206,0.001346,0.000078,0.033560,0.010657,0.011663,0.001190,0.000075,0.001447,0.000969,0.000138,0.000959,0.000080,0.001130,0.000232,0.000300,0.000021,0.000128,0.000022,0.000007,0.000018,0.000002,0.000012,0.000002,0.000008,0.000001,0.000008,0.000001,0.000024,0.000017
嘉義,31-Jan-17,0.46,0.21,0.39,0.04,3.38,1.75,4.24,1.13,4.17,0.76,21,0.062373,0.080421,0.591129,0.071197,0.324373,0.105250,0.003868,0.010102,0.007576,0.003147,0.000054,0.000394,0.007364,0.043612,0.000192,0.000251,0.002172,0.000963,0.000034,0.011041,0.002336,0.001116,0.000548,0.000022,0.000435,0.000407,0.000070,0.000396,0.000029,0.000442,0.000085,0.000112,0.000007,0.000046,0.000008,0.000002,0.000006,0.000001,0.000004,0.000001,0.000002,0.000000,0.000002,0.000000,0.000024,0.000007
斗六,31-Jan-17,0.45,0.37,0.12,0.10,3.76,2.02,3.63,0.93,4.39,0.70,19,0.087324,0.106753,0.572041,0.083036,0.410685,0.113542,0.004473,0.011708,0.006949,0.003449,0.000058,0.003409,0.007183,0.055391,0.000222,0.000251,0.001963,0.000720,0.000027,0.009029,0.002034,0.001116,0.000573,0.000037,0.000753,0.000473,0.000077,0.000439,0.000027,0.000519,0.000075,0.000102,0.000007,0.000043,0.000008,0.000003,0.000006,0.000001,0.000004,0.000001,0.000003,0.000000,0.000002,0.000000,0.000024,0.000007
忠明,31-Jan-17,0.34,0.15,0.04,0.08,2.26,0.68,0.91,0.32,2.43,0.31,9,0.045975,0.079850,0.420023,0.061283,0.222781,0.073220,0.003466,0.008585,0.004543,0.002353,0.000035,0.002683,0.005717,0.018228,0.000195,0.000148,0.001628,0.000543,0.000017,0.006178,0.001353,0.001117,0.000473,0.000016,0.000066,0.000509,0.000106,0.000215,0.000014,0.000396,0.000058,0.000079,0.000005,0.000031,0.000006,0.000002,0.000004,0.000000,0.000003,0.000000,0.000002,0.000000,0.000002,0.000000,0.000024,0.000005
板橋,31-Jan-17,0.35,0.14,0.04,0.06,2.77,0.71,0.35,0.49,1.22,0.23,8,0.038932,0.058855,0.440528,0.063419,0.137616,0.078285,0.002818,0.006544,0.002921,0.001817,0.000030,0.001024,0.005349,0.010223,0.000128,0.000050,0.000413,0.000175,0.000012,0.004657,0.003209,0.001116,0.000327,0.000012,0.000066,0.000214,0.000025,0.000127,0.000010,0.000278,0.000058,0.000065,0.000004,0.000024,0.000005,0.000002,0.000003,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000004
花蓮,25-Jan-17,0.15,0.09,0.02,0.11,0.80,0.31,0.42,0.14,2.11,0.45,6,0.011479,0.018556,0.177021,0.023986,0.069431,0.060796,0.000608,0.000991,0.002528,0.000592,0.000022,0.002236,0.006932,0.001919,0.000119,0.000105,0.000880,0.000163,0.000117,0.001568,0.000403,0.001114,0.000329,0.000005,0.000324,0.000106,0.000012,0.000148,0.000015,0.000052,0.000027,0.000056,0.000002,0.000018,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000024,0.000002
小港,25-Jan-17,0.37,0.21,1.19,0.12,4.68,4.48,14.05,1.38,8.79,2.27,46,0.181255,0.323894,0.504002,0.076721,0.381133,0.142164,0.001382,0.009414,0.016284,0.022120,0.000473,0.004739,0.010236,0.142264,0.002310,0.000852,0.007263,0.002688,0.000093,0.022252,0.006749,0.008419,0.001586,0.000106,0.001656,0.001106,0.000171,0.000972,0.000070,0.000566,0.000223,0.000268,0.000017,0.000110,0.000014,0.000003,0.000015,0.000001,0.000011,0.000001,0.000007,0.000001,0.000007,0.000001,0.000024,0.000013
嘉義,25-Jan-17,0.26,0.33,0.11,0.16,3.47,2.14,5.57,1.15,5.60,1.35,26,0.065767,0.145343,0.417756,0.045828,0.341038,0.047719,0.001005,0.017436,0.008501,0.009785,0.000156,0.002152,0.007188,0.066344,0.000466,0.000555,0.004274,0.001872,0.000052,0.023076,0.002625,0.002241,0.001114,0.000041,0.000407,0.000679,0.000108,0.000777,0.000041,0.000712,0.000141,0.000143,0.000008,0.000052,0.000010,0.000004,0.000007,0.000001,0.000006,0.000001,0.000003,0.000000,0.000003,0.000000,0.000024,0.000008
斗六,25-Jan-17,0.21,0.17,0.05,0.11,3.11,1.92,4.44,0.80,3.01,0.82,23,0.093977,0.140155,0.310199,0.043222,0.261764,0.081513,0.000779,0.003787,0.007924,0.009047,0.000195,0.003396,0.007752,0.076794,0.000417,0.000523,0.003450,0.001727,0.000041,0.009542,0.002629,0.003146,0.001618,0.000045,0.000426,0.000706,0.000116,0.000539,0.000034,0.000285,0.000162,0.000139,0.000009,0.000057,0.000008,0.000002,0.000008,0.000001,0.000006,0.000001,0.000004,0.000000,0.000004,0.000000,0.000024,0.000008
忠明,25-Jan-17,0.24,0.05,0.30,0.09,3.63,1.79,1.68,0.36,5.28,1.03,14,0.019341,0.049264,0.158632,0.018257,0.098795,0.034286,0.000342,0.001675,0.002946,0.004343,0.000053,0.007651,0.003136,0.036616,0.000261,0.000176,0.001474,0.000660,0.000019,0.003878,0.002218,0.001115,0.000492,0.000015,0.000233,0.000300,0.000104,0.000179,0.000014,0.000121,0.000065,0.000050,0.000003,0.000019,0.000002,0.000001,0.000003,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000003
板橋,25-Jan-17,0.29,0.01,0.05,0.09,3.22,1.60,0.47,0.65,3.24,0.64,12,0.019153,0.056828,0.279691,0.027692,0.078289,0.045965,0.000425,0.002158,0.002883,0.002753,0.000036,0.001672,0.002892,0.014452,0.000210,0.000096,0.000402,0.000348,0.000028,0.002396,0.002475,0.001114,0.000555,0.000010,0.000548,0.000286,0.000048,0.000170,0.000018,0.000150,0.000054,0.000064,0.000003,0.000023,0.000002,0.000001,0.000003,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000004
花蓮,19-Jan-17,0.22,0.01,0.07,0.11,2.43,1.18,0.80,0.40,3.26,0.76,10,0.010123,0.036267,0.189201,0.019923,0.062626,0.032141,0.000513,0.001171,0.001540,0.001464,0.000039,0.000075,0.001724,0.009369,0.000132,0.000074,0.000310,0.000298,0.000035,0.001426,0.002074,0.001112,0.000501,0.000004,0.002316,0.000106,0.000031,0.000117,0.000006,0.000054,0.000031,0.000035,0.000001,0.000010,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000024,0.000002
小港,19-Jan-17,0.40,0.37,0.12,0.09,5.86,5.14,9.09,1.08,7.72,1.58,41,0.096614,0.221730,0.494319,0.062149,0.287047,0.103582,0.001153,0.007272,0.011368,0.017044,0.000331,0.004198,0.007691,0.095682,0.004680,0.000450,0.004187,0.002843,0.000044,0.012819,0.007951,0.005928,0.000787,0.000058,0.003472,0.000902,0.000125,0.000548,0.000031,0.000383,0.000203,0.000167,0.000009,0.000062,0.000008,0.000003,0.000008,0.000001,0.000006,0.000001,0.000003,0.000000,0.000004,0.000000,0.000024,0.000008
斗六,19-Jan-17,0.24,0.07,0.01,0.11,4.65,4.57,7.11,1.56,7.67,1.38,35,0.033592,0.141164,0.263451,0.031600,0.210676,0.053626,0.000671,0.003233,0.008947,0.012614,0.000122,0.002965,0.008980,0.071623,0.000630,0.000376,0.004089,0.001400,0.000044,0.007341,0.004573,0.002904,0.000672,0.000037,0.002015,0.001440,0.000128,0.000434,0.000017,0.000214,0.000111,0.000097,0.000004,0.000033,0.000004,0.000001,0.000004,0.000000,0.000003,0.000001,0.000002,0.000000,0.000003,0.000000,0.000049,0.000006
忠明,19-Jan-17,0.20,0.37,0.12,0.08,4.82,2.52,5.17,0.87,4.84,1.17,24,0.033558,0.141489,0.216254,0.026335,0.192012,0.122233,0.000768,0.003858,0.010215,0.009801,0.000102,0.000187,0.006871,0.062846,0.000583,0.000242,0.002263,0.001000,0.000034,0.005472,0.004533,0.002759,0.000597,0.000029,0.006549,0.000914,0.000130,0.000369,0.000013,0.000204,0.000078,0.000075,0.000004,0.000027,0.000004,0.000001,0.000004,0.000000,0.000003,0.000001,0.000002,0.000000,0.000002,0.000000,0.000059,0.000007
板橋,19-Jan-17,0.20,0.01,0.10,0.06,2.33,1.31,1.03,0.45,3.28,0.74,10,0.021686,0.088395,0.247481,0.029543,0.075098,0.051251,0.000440,0.002775,0.005840,0.006324,0.000056,0.004242,0.003564,0.060192,0.000333,0.000236,0.002339,0.001550,0.000015,0.004462,0.004078,0.001111,0.000319,0.000010,0.001264,0.000547,0.000035,0.000166,0.000010,0.000159,0.000064,0.000078,0.000002,0.000025,0.000002,0.000001,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000003
花蓮,13-Jan-17,0.19,0.07,0.01,0.12,1.07,0.46,0.66,0.26,1.39,0.35,6,0.005853,0.030798,0.150930,0.018880,0.010750,0.047441,0.000253,0.000107,0.000253,0.001497,0.000010,0.003555,0.002391,0.001922,0.000112,0.000033,0.000185,0.000084,0.000027,0.000795,0.001090,0.001116,0.000218,0.000004,0.000552,0.000106,0.000022,0.000068,0.000008,0.000008,0.000013,0.000024,0.000001,0.000009,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000024,0.000001
